NumGames,NimWin,NimLoss,NimDraw,StatesInPolicy
1000,514,486,0,400
2000,1098,902,0,447
3000,1736,1264,0,472
4000,2391,1609,0,479
5000,3090,1910,0,487
6000,3823,2177,0,492
7000,4549,2451,0,494
8000,5272,2728,0,496
9000,6004,2996,0,501
10000,6735,3265,0,503
11000,7474,3526,0,503
12000,8243,3757,0,504
13000,9054,3946,0,504
14000,9855,4145,0,505
15000,10640,4360,0,505
16000,11407,4593,0,507
17000,12226,4774,0,507
18000,13040,4960,0,507
19000,13833,5167,0,507
20000,14650,5350,0,507
21000,15470,5530,0,508
22000,16273,5727,0,510
23000,17063,5937,0,510
24000,17880,6120,0,510
25000,18683,6317,0,510
26000,19484,6516,0,510
27000,20292,6708,0,511
28000,21086,6914,0,511
29000,21884,7116,0,511
30000,22687,7313,0,511
31000,23489,7511,0,511
32000,24275,7725,0,511
33000,25080,7920,0,511
34000,25885,8115,0,511
35000,26674,8326,0,511
36000,27469,8531,0,511
37000,28268,8732,0,511
38000,29057,8943,0,511
39000,29859,9141,0,511
40000,30659,9341,0,511
41000,31444,9556,0,511
42000,32256,9744,0,511
43000,33046,9954,0,511
44000,33826,10174,0,511
45000,34614,10386,0,511
46000,35397,10603,0,511
47000,36186,10814,0,511
48000,36975,11025,0,511
49000,37765,11235,0,511
50000,38561,11439,0,511
51000,39370,11630,0,511
52000,40169,11831,0,511
53000,40951,12049,0,511
54000,41729,12271,0,511
55000,42538,12462,0,511
56000,43331,12669,0,511
57000,44122,12878,0,511
58000,44935,13065,0,511
59000,45730,13270,0,511
60000,46521,13479,0,511
61000,47284,13716,0,511
62000,48048,13952,0,511
63000,48852,14148,0,511
64000,49632,14368,0,511
65000,50394,14606,0,511
66000,51172,14828,0,511
67000,51952,15048,0,511
68000,52747,15253,0,511
69000,53511,15489,0,511
70000,54306,15694,0,511
71000,55095,15905,0,511
72000,55877,16123,0,511
73000,56659,16341,0,511
74000,57461,16539,0,511
75000,58253,16747,0,511
76000,59025,16975,0,511
77000,59803,17197,0,511
78000,60586,17414,0,511
79000,61391,17609,0,511
80000,62157,17843,0,511
81000,62931,18069,0,511
82000,63707,18293,0,511
83000,64491,18509,0,511
84000,65268,18732,0,511
85000,66033,18967,0,511
86000,66810,19190,0,511
87000,67575,19425,0,511
88000,68357,19643,0,511
89000,69139,19861,0,511
90000,69954,20046,0,511
91000,70763,20237,0,511
92000,71559,20441,0,511
93000,72338,20662,0,511
94000,73135,20865,0,511
95000,73938,21062,0,511
96000,74709,21291,0,511
97000,75487,21513,0,511
98000,76280,21720,0,511
99000,77073,21927,0,511
100000,77850,22150,0,511
